relative_second,wall_clock_unix_second,combined_conn_per_sec,combined_in_flight,combined_ops,combined_failed_ops
833,1784170351,832,5633,113,1204
834,1784170352,438,5351,502,1263
835,1784170353,1240,4242,285,1283
836,1784170354,2226,6168,395,103
837,1784170355,1001,7095,164,781
838,1784170356,1437,7500,393,516
839,1784170357,1262,8239,167,231
840,1784170358,757,8732,258,818
841,1784170359,586,8052,163,1013
842,1784170360,641,7822,207,998
843,1784170361,467,6964,372,837
844,1784170362,1202,7550,213,939
845,1784170363,387,6303,299,1597
846,1784170364,982,6050,584,1278
847,1784170365,1449,6290,325,313
848,1784170366,1180,7097,388,620
849,1784170367,1120,7441,235,1041
850,1784170368,1122,7114,447,735
851,1784170369,1230,7999,329,387
852,1784170370,640,7803,422,1280
853,1784170371,1158,7263,186,895
854,1784170372,1281,7693,168,1200
855,1784170373,1703,8621,108,407
856,1784170374,685,8947,366,1030
857,1784170375,236,8223,329,1106
858,1784170376,980,7517,429,1108
859,1784170377,786,7395,240,987
860,1784170378,1037,7131,24,1128
861,1784170379,647,6840,0,1413
862,1784170380,1571,7185,0,565
863,1784170381,978,7788,0,938
864,1784170382,709,7149,1127,856
865,1784170383,1039,6668,619,954
866,1784170384,676,6630,31,1150
867,1784170385,1515,7076,113,752
868,1784170386,719,7078,500,598
869,1784170387,877,6882,613,689
870,1784170388,1127,7336,283,839
871,1784170389,1348,7797,270,652
872,1784170390,499,7368,336,857
873,1784170391,899,7436,307,539
874,1784170392,481,7444,300,852
875,1784170393,705,3593,114,933
876,1784170394,651,3746,254,956
877,1784170395,1128,7051,384,453
878,1784170396,813,7336,266,895
879,1784170397,404,4417,228,935
880,1784170398,1621,7245,335,476
881,1784170399,811,7767,159,680
882,1784170400,1153,7786,188,680
883,1784170401,1097,8584,46,555
884,1784170402,883,4924,604,576
885,1784170403,391,5203,205,603
886,1784170404,466,8210,484,672
887,1784170405,665,8205,176,936
888,1784170406,344,5307,178,1139
889,1784170407,993,2671,162,861
890,1784170408,525,2725,765,784
891,1784170409,780,6928,341,649
892,1784170410,969,4092,239,538
893,1784170411,599,4441,456,848
894,1784170412,1118,6901,186,886
895,1784170413,893,6968,0,1192
896,1784170414,1409,7268,120,668
897,1784170415,1451,8404,0,745
898,1784170416,1452,8936,85,331
899,1784170417,496,8283,638,1006
900,1784170418,803,8695,170,1047
901,1784170419,767,7680,60,983
902,1784170420,1043,7756,174,914
903,1784170421,965,8368,698,383
904,1784170422,908,8555,441,901
905,1784170423,1210,8458,87,915
906,1784170424,716,4458,132,722
907,1784170425,243,4226,554,1323
908,1784170426,636,6937,460,973
909,1784170427,523,3892,92,959
910,1784170428,729,5817,136,998
911,1784170429,732,6084,672,908
912,1784170430,696,5655,319,1084
913,1784170431,1065,5313,246,879
914,1784170432,1603,6143,255,438
915,1784170433,877,6830,303,555
916,1784170434,1384,6962,359,719
917,1784170435,1426,7969,264,381
918,1784170436,774,8595,255,325
919,1784170437,881,8854,192,844
920,1784170438,363,8415,469,697
921,1784170439,410,8190,425,884
922,1784170440,569,7364,177,928
923,1784170441,268,6949,567,1130
924,1784170442,261,6012,420,1106
925,1784170443,450,4595,365,1483
926,1784170444,1351,4714,563,747
927,1784170445,1789,5510,546,415
928,1784170446,1942,7217,10,229
929,1784170447,2038,9164,111,119
930,1784170448,1019,9783,0,642
931,1784170449,1357,10716,0,269
932,1784170450,273,10535,789,931
933,1784170451,237,5123,501,844
934,1784170452,1107,9422,88,719
935,1784170453,361,4253,207,775
936,1784170454,72,8819,192,1130
937,1784170455,271,4655,174,991
938,1784170456,481,2798,171,863
939,1784170457,437,3028,195,821
940,1784170458,47,2847,433,1522
941,1784170459,472,4563,685,916
942,1784170460,1643,5262,567,245
943,1784170461,120,2657,218,1223
944,1784170462,0,0,90,841
945,1784170463,0,0,590,56
946,1784170464,0,0,302,371
947,1784170465,0,0,323,1520
948,1784170466,0,0,471,117
949,1784170467,0,0,387,2
950,1784170468,0,0,652,1
951,1784170469,0,0,470,14
952,1784170470,0,0,616,2
953,1784170471,0,0,194,25
956,1784170474,0,0,6,0
